"排名","代號","名稱","成交","漲跌價","漲跌幅","平均業外損益(億)","2011業外損益(億)","2012業外損益(億)","2013業外損益(億)","2014業外損益(億)","2015業外損益(億)","2016業外損益(億)","2017業外損益(億)","2018業外損益(億)","2019業外損益(億)","2020業外損益(億)","2021業外損益(億)","2022業外損益(億)","23Q1業外損益(億)"
"709",="6275","元山","38.3","-0.35","-0.91","0.1","0.12","-0.06","0.23","0.23","0.04","-0.21","-0.17","0.15","0.06","-0.05","0.15","0.73","0.05"
"710",="3661","世芯-KY","1860","-20","-1.06","0.25","-0.23","-0.25","-0.34","-0.43","0.27","0.08","0.39","0.13","0.92","0.99","0.73","0.72","0.93"
"711",="2413","環科","34.2","+0.05","+0.15","-0.08","0.41","-1.27","0.89","-0.69","0.51","0.27","-1.03","0.2","-0.64","-0.37","0.02","0.71","0.13"
"712",="3011","今皓","31.15","-0.2","-0.64","0.38","0.21","0.43","0.27","0.12","0.28","0.23","-0.12","0.38","0.19","-0.06","1.91","0.71","0.01"
"713",="6441","廣錠","60.2","-1.1","-1.79","0.17","","0.01","0.12","0.21","0.12","0.07","-0.01","0.25","0.03","0.08","0.3","0.71","-0.01"
"714",="6234","高僑","30.35","-0.45","-1.46","0.48","0.39","0.47","0.18","0.32","3.14","-0.02","0.03","0.31","0.11","0.06","0.04","0.71","0.07"
"715",="4976","佳凌","45.5","-1","-2.15","0.15","","0.3","0.12","0.06","0.06","-0.06","-0.05","0.42","0.05","0.07","-0.07","0.71","-0.02"
"716",="2383","台光電","260.5","-6","-2.25","0.37","-0.59","-0.16","0.13","0.06","0.82","-0.22","0.22","0.72","1.24","1.6","-0.11","0.71","-0.4"
"717",="4953","緯軟","113","+2","+1.8","0.46","0.31","0.4","0.51","0.44","0.48","0.32","0.3","0.67","0.2","0.65","0.55","0.7","0.05"
"718",="3294","英濟","18.3","-0.25","-1.35","0.1","1.3","-0.28","-0.83","-0.58","-0.27","-0.16","0.39","0.48","0.46","-0.34","0.32","0.7","0.1"
"719",="1475","業旺","56.4","+0.3","+0.53","0.1","0.09","-0.09","-0.52","-0.01","0.68","-0.1","-0.05","0.22","0.42","-0.11","0.01","0.7","-0.07"
"720",="4931","新盛力","44.3","-1.05","-2.32","0.12","0.45","-0.02","0.05","0.16","0.09","-0.05","-0.14","0.14","0.09","0.03","-0.04","0.7","-0.07"
"721",="3016","嘉晶","63.4","-1.2","-1.86","0.13","0.11","-0.06","-0.15","0.2","0.08","0.21","-0.09","0.3","0.04","0.08","0.17","0.7","0"
"722",="8284","三竹","64.9","-0.4","-0.61","0.19","-0.11","0.16","-0.01","0.52","0.46","0.32","0.2","0.07","0.11","-0.11","0","0.69","-0.04"
"723",="1603","華電","36.85","-0.85","-2.25","1.16","0","1.46","-0.16","1.48","2.9","2.01","1.78","0.34","0.41","2.24","0.77","0.69","0.02"
"724",="3372","典範","14.35","-0.75","-4.97","0.17","0.09","0.03","0.12","0.54","0.67","-0.17","-0.38","0.34","0.14","-0.03","-0.03","0.69","-0.04"
"725",="6192","巨路","77.7","-0.5","-0.64","0.23","0.38","0.15","0.2","0.14","0.16","0.31","-0.26","0.66","0.24","-0.18","0.26","0.69","-0.17"
"726",="3025","星通","49.25","+4.25","+9.44","0.11","0.17","-0.01","0.16","0.1","0.09","0.05","-0.04","0.08","0.03","-0.01","0","0.69","0.09"
"727",="3541","西柏","53.8","-0.4","-0.74","0.05","","0.06","0.12","0.38","0.19","-0.12","-0.23","0.18","-0.1","-0.37","-0.21","0.69","-0.02"
"728",="3236","千如","28.05","-0.55","-1.92","0.08","0.07","-0.21","0.11","0.2","0.34","0.11","-0.05","-0.05","-0.25","0.07","-0.12","0.69","-0.02"
"729",="3052","夆典","12","-0.1","-0.83","0.09","-0.01","-0.23","0.08","-0.04","-0.05","-0.04","-0.36","0","0.04","0.22","0.71","0.68","0.03"
"730",="2459","敦吉","59.3","-0.1","-0.17","0.74","0.27","0.34","0.75","0.94","1","0.76","0.65","1.28","0.83","0.21","1.16","0.68","0.53"
"731",="4967","十銓","62.5","-4.3","-6.44","0.17","0.44","0.2","0.05","0.06","0.17","-0.04","-0.17","0.3","-0.05","-0.09","0.5","0.68","0.28"
"732",="4549","桓達","110","-4","-3.51","0.25","0.23","0.06","0.18","0.28","0.23","-0.04","0.09","0.37","0.27","0.38","0.28","0.68","0.11"
"733",="4912","聯德控股-KY","83.6","+1","+1.21","-0.17","-0.14","-0.03","-0.03","-0.51","-0.41","-0.48","0.54","-0.64","-0.57","-0.42","-0.04","0.68","-0.09"
"734",="3416","融程電","124.5","+2.5","+2.05","0.14","0.09","-0.19","0.17","0.32","0.01","0.04","-0.11","0.39","0.15","0.16","0.01","0.68","0.01"
"735",="8289","泰藝","41.55","-0.35","-0.84","0.26","-0.04","-0.27","0.3","0.32","0.18","0.04","-0.15","1.94","0.15","0.04","0","0.67","0.03"
"736",="3479","安勤","105.5","-1.5","-1.4","0.27","0.27","0.52","0.13","0.22","0.25","0.04","0.07","-0.05","0.15","0.57","0.36","0.67","0.05"
"737",="6240","松崗","21.95","-0.5","-2.23","0.16","-0.22","0.32","0.04","0.1","0.32","0.33","0.06","0.39","-0.41","0.03","0.34","0.67","0.03"
"738",="2065","世豐","59.4","-0.2","-0.34","0.14","","-0.04","0.03","0.11","0.15","0.39","0.25","0.19","0.02","-0.13","-0.06","0.67","0.05"
"739",="6642","富致","50.3","0","0","0.07","","","","","","-0.04","-0.09","0.09","0","-0.06","-0.05","0.67","-0.05"
"740",="1219","福壽","21.3","-0.2","-0.93","1.28","6.85","0.58","0.38","0.54","0.31","0.19","0.46","-0.01","1.42","3.44","0.51","0.66","-0.06"
"741",="6243","迅杰","49.55","-1.45","-2.84","0.04","0.19","-0.52","0.08","0.33","0.17","-0.04","-0.15","0.23","-0.04","-0.36","-0.08","0.66","-0.01"
"742",="6683","雍智科技","233","-10.5","-4.31","0.02","","","","","","0","-0.12","0.07","-0.09","-0.24","-0.14","0.66","0.04"
"743",="6229","研通","28.7","-0.1","-0.35","0.21","0.08","0.04","0.06","0.05","0.02","0.03","0.17","0.44","0.08","0.07","0.77","0.66","0.04"
"744",="6185","幃翔","20.1","-0.15","-0.74","0.28","0.12","0.08","0.04","0.42","0.65","0.67","-0.11","0.62","0.27","-0.21","0.17","0.66","0.17"
"745",="3040","遠見","31.4","-0.3","-0.95","1.94","0.3","0.47","0.28","5.78","1.72","1.13","7.29","0.45","0.3","3.96","1.01","0.65","0.02"
