"排名","代號","名稱","成交","漲跌價","漲跌幅","平均業外損益(%)","20Q3業外損益(%)","20Q4業外損益(%)","21Q1業外損益(%)","21Q2業外損益(%)","21Q3業外損益(%)","21Q4業外損益(%)","22Q1業外損益(%)","22Q2業外損益(%)","22Q3業外損益(%)","22Q4業外損益(%)","23Q1業外損益(%)","23Q2業外損益(%)"
"182",="8429","金麗-KY","10.1","0","0","18.5","25.4","38.3","8.94","10.8","8.57","10.6","17.1","-6.47","-7.37","81.3","45.6","-11.1"
"183",="1906","寶隆","15.6","+0.05","+0.32","22.6","2.15","0.29","0.48","230","-1.64","1.78","3.17","25.6","6.18","-3.53","-2.9","9.68"
"184",="8076","伍豐","30.85","-0.15","-0.48","6.6","-4.06","-0.76","-5.38","-6.16","-0.6","14.3","11.6","14.8","10.1","3.15","42.7","-0.63"
"185",="5489","彩富","37","-0.3","-0.8","0.71","-13.6","-17.5","-0.6","-5.13","-1.66","-1.21","10.3","15.6","22.8","-8.48","-0.31","8.11"
"186",="8069","元太","179.5","-4","-2.18","12.9","3.42","15.6","8.78","36.1","24.9","8.52","6.27","15.2","21.9","-4.65","6.25","12.5"
"187",="6727","亞泰金屬","58.2","+0.1","+0.17","2.36","-5.75","-4.55","2.87","-4.76","0.8","-2.41","15.3","9.15","16.2","-4.09","0.9","4.65"
"188",="1442","名軒","34.5","-0.4","-1.15","8.43","-1.09","1.26","-0.06","0.61","0.11","0.34","5.91","55.2","34.5","-0.03","-0.47","4.88"
"189",="4934","太極","35","-2.25","-6.04","2.86","2.45","1.64","-1.23","-0.91","-0.46","-2.97","-0.97","-0.63","-0.42","30.6","3.28","3.91"
"190",="6233","旺玖","23.9","-0.6","-2.45","6.02","7.33","1.14","2.97","0.96","6.77","2.71","7.39","7.52","21.3","1","5.54","7.56"
"191",="6114","久威","31.4","-1.6","-4.85","2.33","-7","-4.33","0.71","-4.35","0.87","-2.2","7.71","11.9","26.7","-10.5","-0.84","9.21"
"192",="6706","惠特","67.1","-0.2","-0.3","3.83","-0.87","-2.01","-1.34","-1.96","0.62","1.2","5.35","8.57","31.5","-14.5","-1.17","20.6"
"193",="8410","森田","57.7","+0.1","+0.17","2.68","-4.25","-6.36","1.75","-6.13","0.85","-0.73","10.1","12.8","26.2","-13.2","-0.21","11.4"
"194",="6243","迅杰","51.7","-0.8","-1.52","1.84","-3.9","-14","4.82","-6.63","-1.02","-0.46","10.7","13.6","23.2","-9.82","-0.34","5.95"
"195",="2211","長榮鋼","69.8","+0.4","+0.58","7.11","4.59","1.6","0.08","1.06","4.43","0.41","0.28","25.4","7.42","1.13","0.51","38.4"
"196",="2342","茂矽","36.3","-0.6","-1.63","9.41","48.1","27.8","8.46","-7.31","-0.39","-2.03","10.2","11.7","18.5","-5.32","-2.48","5.75"
"197",="2471","資通","50.9","+0.1","+0.2","7.7","11.3","0.98","6.19","-3.74","4.26","0.22","11","9.18","16.6","0.84","3.46","32.1"
"198",="6216","居易","28.95","-0.25","-0.86","3.58","-1.05","-7.17","1.37","0.58","-2.5","-6.77","8.16","9.75","37.2","-14.9","5.4","12.8"
"199",="4908","前鼎","60.3","-1","-1.63","2.55","-4.2","-6.64","0.62","-5.87","0.94","-0.72","9.44","11.4","17.3","-4.18","2.07","10.5"
"200",="5201","凱衛","31.3","-0.3","-0.95","19.5","6.03","4.89","29.5","-1.12","11.9","19.6","11.7","-20.6","5.77","48.3","76.4","41.8"
"201",="6588","東典光電","29.2","-0.2","-0.68","0.62","-5.05","-9.92","-1.47","-8.05","0.28","-2.89","11.4","6.12","25.8","-13.7","-4.35","9.3"
"202",="3219","倚強科","49.65","-0.45","-0.9","2.15","-5.19","-10.4","0.29","3.39","0.19","-0.12","9.26","14.2","10.9","-0.27","-2.15","5.63"
"203",="3207","耀勝","76","-2","-2.56","4.46","-2.38","4.84","3.26","2.79","2.82","0.87","3.84","4.83","21","5.77","0.88","4.99"
"204",="6514","芮特-KY","48.2","-1.9","-3.79","4.48","-4.24","-4.73","2.18","1.11","3.59","-3.36","-0.02","22.4","16.5","-6.89","-2.73","30"
"205",="2401","凌陽","32.1","-0.4","-1.23","9.63","5.32","7.54","15.4","9.99","12","20.1","17.2","-3.32","13.3","9.06","4.46","4.59"
"206",="3523","迎輝","17.4","+0.3","+1.75","2.58","-5.82","1.13","6.76","-2.58","-10.3","5.45","2.03","-2.61","41.1","-8.59","-4.67","9.06"
"207",="6615","慧智","39.95","+0.4","+1.01","6.39","1.63","4.91","3.09","5.53","6.24","7.51","6.89","4.5","4.9","19.2","6.17","6.07"
"208",="6506","雙邦","17.7","+0.05","+0.28","2.87","5.16","-5.09","2.98","-0.98","-1.86","1.19","31.9","1.15","2.37","-4.82","1.45","0.94"
"209",="3373","熱映","19.85","+0.05","+0.25","2.71","-2.05","-1.82","0.22","-5.96","1.27","2.32","6.69","11.4","15.4","0.22","1.59","3.3"
"210",="3257","虹冠電","82.4","-0.8","-0.96","3.01","-1.66","-2.55","2.55","-2.51","1.16","1.84","9.14","12","9.01","0.99","1.31","4.79"
"211",="5432","新門","53.3","-2.1","-3.79","-1.1","-11","-15.2","2.36","-30.4","-1.26","7.92","9.77","31.7","15","-25","-0.8","3.73"
"212",="6855","數泓科","85.8","0","0","1.97","-2.31","-9.83","2.73","-10.1","-1.56","-3.42","16.9","8.66","19.3","-8.35","-1.15","12.7"
"213",="4554","橙的","26.55","-0.25","-0.93","4.05","7.65","2.76","-0.16","-2.32","-0.93","1.14","12.6","2.87","12.7","4.2","5.63","2.52"
"214",="1626","艾美特-KY","16.9","0","0","3.27","-0.8","0.21","-0.16","-0.18","0.44","0.86","36.8","1.16","3.64","-3.16","-0.96","1.37"
"215",="3217","優群","141","+0.5","+0.36","3.3","-2.56","-2.51","1.78","-1.39","3.67","-1.58","5.33","12.5","18.9","-2.14","1","6.64"
"216",="8072","陞泰","26","-0.05","-0.19","4.58","-0.4","-1.17","2.49","-0.88","4.06","3.56","8.53","8.3","16.2","-0.79","4.6","10.4"
"217",="2375","凱美","67.7","+0.3","+0.45","5.87","0.81","2.58","4.66","2.06","8.1","5.92","13.6","10.2","9.49","-1.3","1.67","12.6"
"218",="2504","國產","25.6","+0.15","+0.59","4.34","2.52","1.33","0","3.87","2.94","0.58","36","1.4","-0.11","-0.65","3.87","0.25"
"219",="5328","華容","15.15","-0.5","-3.19","3.57","-0.89","-2.23","4.73","-0.23","2.15","1.75","4.62","8.38","19.4","0.07","-1","6.07"
"220",="6861","睿生光電","100.5","0","0","6.98","","4.26","5.23","4.35","4.49","13.3","8.45","13.8","10.3","0.56","4.09","7.92"
"221",="2477","美隆電","19.75","-0.15","-0.75","34.8","-0.69","-0.2","349","12.3","1.45","-2","9.85","4.15","15.5","4.12","15","8.51"
"222",="6237","驊訊","37.3","-0.5","-1.32","7.37","6.06","5.37","5.64","1.22","2.63","6.58","8.12","9.62","19","-0.33","6.59","18"
"223",="3516","亞帝歐","18","+0.15","+0.84","5.11","4.98","-10.3","5.05","4.96","3.82","3.4","8.13","10.6","11.2","4.16","7.59","7.88"
"224",="4569","六方科-KY","93.9","+0.7","+0.75","8.47","","","","","","","9.94","10.8","","","2.61","10.5"
"225",="4305","世坤","34.7","0","0","2.83","-2.72","-3.6","0.13","-3.87","0.51","-1.69","7.99","8.98","24.8","-8.12","1.1","10.5"
"226",="3520","華盈","17.2","-0.25","-1.43","3.09","0.47","-0.65","1.3","-3.12","0.3","-0.42","24.9","5.53","6.35","-2.5","-0.43","5.34"
"227",="3339","泰谷","17.35","+0.2","+1.17","9.2","2.54","-1.6","3.9","-0.85","13.9","29.6","2.29","15.5","10.1","6.49","7.78","20.8"
"228",="5498","凱崴","11.6","0","0","17.9","10.8","3.83","0.04","1.89","4.5","0.35","-1.32","0.52","-0.3","37","179","-21.1"
"229",="3438","類比科","68","+2.2","+3.34","2.42","-2.29","-0.63","0.39","-2.81","-0.08","-0.82","7.04","11.2","17.4","-6.73","-0.33","6.72"
"230",="5381","合正","28.2","-1.55","-5.21","2.76","-3.59","7.85","0.59","-2.37","1.31","4.6","4.53","5.76","7.8","14","-5.44","-1.96"
"231",="5438","東友","17.3","0","0","6.15","15.1","1.6","0.65","-0.47","19.6","0.04","1.95","3.03","19.6","2.59","3.85","6.23"
"232",="4999","鑫禾","35.45","-0.05","-0.14","1.88","-5.4","-5.42","0.01","-4.67","0.65","-1.41","7.99","11.3","20.5","-9.12","-3.3","11.4"
"233",="3441","聯一光","39.1","-0.1","-0.26","4.81","6.82","4.77","2.08","-6.61","2.84","2.54","14.3","3.46","17.5","-6.91","8.4","8.51"
"234",="4503","金雨","54.1","-0.2","-0.37","5.21","1.87","7.4","-1.09","-3.89","13","-2.36","17.1","11","15.3","-5.76","0.6","9.33"
"235",="4763","材料-KY","1060","-35","-3.2","4.28","-5.53","10.3","-1.22","1.25","2.75","-0.67","40.2","-3.38","5.13","-0.99","-0.51","3.96"
"236",="8054","安國","33.85","-0.7","-2.03","9.17","3.98","1.77","1.98","16.1","34.6","3.54","3.4","18.2","13.9","-5.95","-3.96","22.6"
"237",="1110","東泥","18.8","+0.1","+0.53","5.77","6.52","2.19","4.42","1.61","25.3","1.54","2.58","-8.48","9.02","20","1.11","3.41"
"238",="1605","華新","36.5","-0.25","-0.68","4.28","2.1","1.74","3.48","5.4","3.99","2.1","2.03","6.66","24.4","-2.17","0.73","1"
"239",="1417","嘉裕","13.4","0","0","7.06","14.1","7.55","7","9.81","21.6","-13.9","2.17","14.9","13.1","2.64","1.61","4.16"
"240",="6708","天擎","45.2","+0.6","+1.35","2.59","","-2.92","-0.02","-3.09","0.19","-1.77","9.68","8.99","15.2","-9.71","0.07","11.8"
"241",="6168","宏齊","23.6","-0.75","-3.08","3.38","-2.73","-4.13","4.65","-2.43","2.82","3.52","10.7","8.04","14.7","-4.61","1.95","8.03"
"242",="6664","群翊","167","-7","-4.02","2.47","-5.1","-6.48","0.24","-7.99","0.21","-0.89","9.72","7.38","18.7","-4.63","3.84","14.7"
"243",="1506","正道","17.2","0","0","4.33","-12.6","1.79","-1.34","-6.79","-1.4","32.7","4.53","5.19","23.3","-1.49","4.16","3.86"
"244",="6176","瑞儀","126","-1","-0.79","3.05","-3.39","-4.31","3.24","-3.2","1.6","-1.71","5.38","15","13.1","-2.19","0.68","12.4"
"245",="6125","廣運","75.5","-2.7","-3.45","2.74","4.67","4.41","0.79","2.65","6.02","-22.8","11.4","3.36","2.36","14","2.88","3.18"
"246",="4945","陞達科技","80.4","+7.3","+9.99","2.6","-3.56","-3.54","0.21","-2.32","1.21","0.77","7.56","5.39","23.3","-16.3","4.46","13.9"
"247",="6735","美達科技","48.35","0","0","2.76","-1.27","1.08","4.05","-2.74","0.81","0.93","7.46","6.23","16.7","-4.81","2.92","1.78"
"248",="2359","所羅門","40.5","-1.1","-2.64","6.72","-1.6","-1.02","5.13","7.95","-1.49","9.18","7.79","7.05","20.7","-4.49","5.81","25.7"
"249",="6560","欣普羅","29","-0.2","-0.68","5.58","-1.16","-1.97","0.95","-1.3","0.03","-0.37","4.91","11.9","27.4","-11.9","-0.65","39.2"
"250",="8064","東捷","18.75","-0.5","-2.6","2.14","-1.54","-7.97","-1.89","-4.59","-0.74","-0.01","11.4","10.1","15.5","-1.9","2.24","5.02"
"251",="3094","聯傑","34.05","-0.6","-1.73","8.73","2.42","5.3","13.7","1.49","6.19","14.2","10.3","3.63","9.66","6.19","10.7","21"
"252",="6147","頎邦","70.9","-0.6","-0.84","3.82","-0.98","-3.25","1.33","-0.07","3.39","3.24","5.89","11.7","13.1","-1.47","-0.3","13.3"
"253",="2070","精湛","29.85","+0.15","+0.51","2.85","-8.27","3.28","-1.36","-1.49","-0.42","2.87","33.8","-1.92","7.01","-0.79","1.12","0.45"
"254",="4133","亞諾法","31.8","-0.25","-0.78","1.97","-2.26","-3.93","0.19","-3.62","0.02","-3.37","7.13","9.53","20.7","-6.84","-1.11","7.16"
"255",="3022","威強電","81.2","-0.3","-0.37","6.33","4.19","2.99","7.96","4.89","5.65","2.24","8.46","7.66","10.3","2.97","6.87","11.8"
"256",="1102","亞泥","39.55","-0.05","-0.13","7","9.32","2.91","5.71","6.68","6","1.43","4.93","10.6","14.2","-0.15","8.98","13.5"
"257",="2904","匯僑","19.2","0","0","4.29","1.69","0.73","10.1","-1.07","-13.4","3.39","26.2","-0.84","8.42","-2.66","5.98","12.8"
"258",="4426","利勤","20.5","+0.15","+0.74","1.51","-0.46","-3.44","-0.94","-11.7","5.6","-8.76","14.7","10.4","16.9","-8.14","-3.87","7.78"
"259",="8342","益張","60","+0.9","+1.52","4.31","-1.7","19.7","0.1","-0.4","0.62","-0.36","8.18","8.07","12.5","-2.51","1.13","6.34"
"260",="1449","佳和","19.85","-1.1","-5.25","8.92","0.45","29.9","-5.61","16.8","0.35","22.5","9.18","11.7","6.13","-0.67","10.6","5.57"
"261",="1434","福懋","25.8","+0.25","+0.98","4.01","3.4","1.72","2.44","0.89","5.88","1.37","3.24","19.3","4.95","-1.04","-1.33","7.26"
"262",="2241","艾姆勒","40.35","-0.75","-1.82","-0.54","-6.79","-6","-2.6","-5.69","-2.08","-4.68","9.57","15","21.7","-21","-6.09","2.09"
"263",="3317","尼克森","51.8","+0.4","+0.78","2.17","-1.65","0.36","-0.13","-0.3","1.21","-0.91","7.76","11.1","10.1","-2.62","-1.14","2.14"
"264",="1786","科妍","86","-1.4","-1.6","2.71","2.32","-0.63","-1.99","-2.34","-0.45","-0.09","8.42","23.2","3.91","-4.16","0.16","4.13"
"265",="2482","連宇","46.65","-3.55","-7.07","5.29","-3.19","-5.57","-0.93","-2.18","3.12","4.17","58.5","2.6","10.4","-7.33","-0.89","4.74"
"266",="6512","啟發電","20.55","-0.25","-1.2","2.43","3.26","-2.34","1.36","-7.89","3.06","-0.67","8.97","9.41","13.1","-2.65","-0.14","3.75"
"267",="6449","鈺邦","70.9","-0.9","-1.25","2.35","-3.54","-4.2","0.69","-0.93","1.01","-0.74","6.26","12.2","18.4","-6.59","-1.42","7.06"
"268",="4568","科際精密","53.4","-0.4","-0.74","1.42","-1.66","-1.85","1.44","0.09","1.56","1.44","6.18","6.92","15.5","-4.74","-3.11","-4.69"
"269",="2505","國揚","18.75","+0.05","+0.27","55.5","15.4","1.83","1.93","-0.1","13.4","25.4","1.53","7.24","16.7","25.6","28.6","528"
"270",="6747","亨泰光","190.5","-2","-1.04","7.23","-1.87","-4.51","2.85","67.2","0.54","-14.8","9.39","13.4","11.4","-9.31","0.37","12.2"
"271",="3535","晶彩科","19.05","0","0","1.9","-9.04","-10.5","0.24","-8.61","-0.39","-1.68","9.08","6.59","15.3","-11.5","-3.06","36.5"
"272",="4944","兆遠","21.9","+1.95","+9.77","105","70.4","-24.4","0.61","-3.02","22.5","-161","0.12","0.74","8.74","28.9","66.2","1244"
"273",="3708","上緯投控","90","0","0","5.66","-0.06","-0.23","-0.11","-0.95","0.52","-0.33","1.66","0.06","29.1","-2.36","-0.95","41.6"
"274",="4583","台灣精銳","214.5","-0.5","-0.23","3.67","1.95","0.3","-1.1","-4.83","1.66","0.34","19.5","1.17","9.11","-1.94","4.9","13"
"275",="2233","宇隆","106","+0.5","+0.47","2.79","3.73","-0.77","0.88","-3.26","1.39","1.74","6.51","9.97","8.34","2.01","-0.03","2.93"
"276",="9928","中視","22.85","+1.5","+7.03","7.67","8.22","10.8","8.29","8.92","8.13","10.1","8.39","7.64","5.87","5.7","4.82","5.1"
"277",="8215","明基材","35.25","-0.35","-0.98","2.88","0.02","-0.04","1.57","0.84","0.49","2.72","2.97","1.78","21.7","1.94","-0.87","1.48"
"278",="2433","互盛電","51.4","+0.3","+0.59","5.92","18.1","0.62","1.06","0.93","19.8","1.09","1.09","0.71","24.8","0.69","0.97","1.24"
"279",="7556","意德士","102","-1.5","-1.45","4.28","-0.26","-0.71","0.52","1.52","3.5","3.63","2.44","6.57","9.28","8.73","7.94","8.25"
"280",="1301","台塑","82.1","+0.8","+0.98","8.11","16.9","7.57","8.54","8.6","14.6","6.31","9","13.5","10.1","-9.87","4.69","7.32"
"281",="6016","康和證","13.7","-0.15","-1.08","4.99","3.78","7.09","0.97","2.22","4.24","2.35","4.58","11.3","6.33","6.05","5.06","5.96"
"282",="3490","單井","24.1","-0.1","-0.41","6.3","4.44","5.07","4.46","5.01","-1.44","7.7","5.95","-4.5","11","14.3","8.79","14.9"
"283",="3491","昇達科","149.5","0","0","5.69","-0.36","-4.93","3.57","19.5","5.31","0.83","4.37","12.3","12","-3.66","2.21","17.2"
"284",="1519","華城","293","+2.5","+0.86","2.08","-0.02","2.78","-0.2","-0.09","-2.28","0.8","1.81","0.63","1.54","17.2","1.09","1.77"
"285",="8921","沈氏","14.2","0","0","3.97","5.65","-0.49","0.44","-1","11.3","0.32","16.1","2.15","12.6","-1.43","-0.01","2"
"286",="6203","海韻電","104","-1","-0.95","1.75","-3.75","-4.01","0.28","-2.74","-0.37","-1.31","12.7","4.33","19.4","-6.37","0.39","2.51"
"287",="5426","振發","13.1","-0.1","-0.76","2.04","-2.22","-8.47","3.83","-3.86","1.04","-5.05","6.99","11.1","11.6","-3.45","-0.87","13.9"
"288",="1531","高林股","13.55","0","0","3.05","0.28","-2.14","2.56","-0.59","1.82","0.26","5.09","16","10.7","-7.59","-0.01","10.2"
"289",="4572","駐龍","181.5","0","0","2.62","-1.93","-6.59","1.73","-4.85","2.98","3.91","9.87","7.35","16.7","-6.82","0.75","8.29"
"290",="6649","台生材","35.5","+0.05","+0.14","24.5","36.8","55","117","40.9","0.03","-1.73","6.9","12.7","17.6","-6.73","0.81","14"
"291",="4562","穎漢","15.8","-0.15","-0.94","-0.29","-5.73","-0.99","3.01","-10.3","0.69","-12.3","7.66","7.78","11.9","-0.55","-1.33","-3.31"
"292",="3607","谷崧","15.15","+0.1","+0.66","5.15","0.82","2.16","2.03","0.78","22.4","-3.81","4.18","17.5","1.61","5.16","2.81","6.17"
"293",="4402","福大","9.6","-0.18","-1.84","-0.3","-21.4","-22.6","5.33","-11","-1.79","-19.7","-15","22.2","37.6","-17.4","-4.43","44.6"
"294",="2108","南帝","36.65","+0.25","+0.69","2.63","-1.55","-1.66","0.03","-1.51","0.75","-1.28","5.97","7.67","13.4","-2.3","2.75","9.29"
"295",="1437","勤益控","28.3","+0.05","+0.18","20.3","39.4","11.3","27.7","35","2.61","26.1","-4.44","19.5","-1.15","14.9","33.1","39.6"
"296",="6446","藥華藥","358","+17.5","+5.14","-9.39","-55.9","-58","-60.9","3.26","3.17","17.1","6.39","5.31","19.2","-4.48","-3.89","16"
"297",="2360","致茂","272","-3.5","-1.27","7.17","0.9","3.08","42.1","2.22","3.46","3.54","3.79","14.1","7.13","1.07","1.33","3.27"
"298",="1414","東和","17.7","0","0","9.46","32.9","3.68","0.09","4.85","20.8","2.75","1.77","8.08","13.3","1.89","4.08","19.3"
"299",="2420","新巨","46.3","-0.3","-0.64","4.85","1.05","0.63","2.91","2.82","4.08","5.6","6.31","6.15","7.92","4.52","6.07","10.1"
"300",="3306","鼎天","55.8","-6.2","-10","5.43","3.16","0.92","0.61","13.7","2.79","0.42","0.72","21.8","4.49","-0.5","0.25","16.9"
"301",="4976","佳凌","40.6","-0.75","-1.81","2.38","0.52","-2.88","0.06","-1.55","0.45","-0.53","10.8","6.49","16.4","-11.6","-0.61","11"
"302",="3031","佰鴻","17.35","-0.2","-1.14","6.55","1.51","4.03","6.67","21.9","3.52","3.35","-7.85","15.4","-0.04","14.8","6.92","8.39"
"303",="6426","統新","71.3","+3.3","+4.85","1.81","-2.96","-4.21","-3.19","-3.89","1.35","-0.32","5.73","5.73","18.4","-7.04","-0.86","13"
"304",="6859","伯特光","127.5","+2.5","+2","1.9","","-2.58","-0.49","-3.38","-0.2","0.88","11.4","6.12","13.9","-8.04","-2.75","6.11"
"305",="4114","健喬","37.05","-0.35","-0.94","1.75","0.24","-1.25","-1.31","0.88","-1.33","-1.87","-0.48","26.8","0.18","-0.71","-1.21","1.03"
"306",="1783","和康生","55","-0.6","-1.08","4.2","2.44","0.41","3.48","1.34","1.5","-0.03","10.1","4.63","9.24","1.53","11.2","4.53"
"307",="5601","台聯櫃","34.85","+0.35","+1.01","3.17","4.64","0.89","0.65","0.61","4.3","0.55","0.55","0.42","22.4","0.96","0.82","1.28"
"308",="2364","倫飛","111.5","+3.5","+3.24","4.35","1.96","3.61","3.36","-1.71","1.21","5.7","10.4","6.99","13","-3.6","1.01","10.2"
"309",="5603","陸海","19.9","0","0","15.2","3.81","20.3","-4.28","9.38","118","-0.16","1.04","5.64","13.9","4.69","4.05","6.51"
"310",="6187","萬潤","100.5","-1","-0.99","3.33","0.51","-1.32","0.36","-0.78","2.23","-0.3","5.63","4.42","13.6","-3.1","0.7","18"
"311",="6821","聯寶","43","-0.4","-0.92","3.49","","-0.44","","0.62","0.44","-0.63","4.63","9.16","16.7","-3.66","-0.66","8.81"
"312",="8107","大億金茂","16.1","0","0","7.61","8.21","6.14","5.33","5.3","3.39","17","6.18","26","-7.49","0.99","14.3","5.95"
"313",="4943","康控-KY","15.9","+0.6","+3.92","2.81","-4.15","-4.05","0.39","-2.74","1.32","-16.2","12.2","0.03","5.7","3.09","38.2","0.01"
"314",="5215","科嘉-KY","58","-0.9","-1.53","2.82","-2.7","-2.68","0.8","-0.89","1.44","-0.66","2.66","7.54","14.1","-1.36","2.81","12.7"
"315",="3531","先益","28.65","-0.55","-1.88","2.45","-2.21","-0.07","0.82","-4.06","1.39","2.1","7.94","7.32","13.3","-5.97","0.34","8.51"
"316",="6569","醫揚","166.5","+0.5","+0.3","6.1","5.47","1.66","5.14","7.87","6.39","3.71","4.41","4.72","13.4","3.3","8.82","8.32"
"317",="3492","長盛","18.6","0","0","1.58","-0.78","-3.23","-1.43","-2.55","0.58","-0.21","7.79","6.74","9.5","-0.38","-0.18","3.07"
"318",="8255","朋程","171","-3","-1.72","5.74","12.6","-6.06","3.96","-0.38","7.55","0.75","9.76","6.14","11.1","-2.28","0.67","25"
"319",="3376","新日興","82.6","-1.1","-1.31","2.01","-2.84","-4.06","1.08","-1.7","2.43","0.13","3.3","8.19","13.2","-3.29","1.07","6.63"
"320",="3308","聯德","58.5","-3","-4.88","24.8","-10.4","-24.3","24.8","-4.65","-0.02","1.97","-4.64","14.5","37.1","-1.99","248","16.4"
"321",="1558","伸興","102","+1","+0.99","2.18","-1.55","-3.19","0.48","-1.84","1.81","-2.66","5.1","6.86","18.1","-2.97","0.98","5.04"
"322",="8171","天宇","38.8","-0.2","-0.51","1.15","-10.7","-15.8","1.51","-5.2","0.97","-0.57","9.3","9.01","15","-6.48","1.32","15.5"
"323",="6411","晶焱","119.5","+1.5","+1.27","1.79","-1.21","-0.03","-0.17","-1.9","0.35","-0.59","6.14","5.21","18.3","-9.8","-0.54","5.63"
"324",="6716","應廣","83","+2.4","+2.98","0.5","-1.81","0.44","-0.65","-3.56","0.14","0.51","11.1","4.2","14.2","-13.3","-3.9","-1.42"
"325",="4541","晟田","36.9","+1","+2.79","4.63","2.27","16.3","4.55","1.04","5.83","-1.03","5.97","4.04","10.8","1.86","-2.76","6.7"
